id,numero_original,curso,tema,libro_codigo,codigo_instancia,archivo_origen,muestra
8712,20,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{20.}] Calcular $\alpha$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ30'$ææE)$22^\circ30'$£
8713,21,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{21.}] Calcular $x$. £A)$18^\circ$æB)$20^\circ$æC)$30^\circ$£D)$37^\circ$ææE)$45^\circ$£
8714,22,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{22.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8715,23,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{23.}] Calcular $x$. £A)$15^\circ$æB)$20^\circ$æC)$24^\circ$£D)$30^\circ$ææE)$36^\circ$£
8716,24,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{24.}] Calcular $x$. £A)$12^\circ$æB)$15^\circ$æC)$18^\circ$£D)$20^\circ$ææE)$24^\circ$£
8717,25,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{25.}] Calcular $\theta$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8718,26,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{26.}] Calcular $x$. £A)$32^\circ$æB)$37^\circ$æC)$45^\circ$£D)$53^\circ$ææE)$60^\circ$£
8719,27,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{27.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$24^\circ$ææE)$30^\circ$£
8720,28,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{28.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8721,29,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{29.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8722,30,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{30.}] Calcular $x$. £A)$15^\circ$æB)$20^\circ$æC)$22^\circ30'$£D)$25^\circ$ææE)$30^\circ$£
8723,31,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{31.}] Calcular $x$. £A)$10^\circ$æB)$18^\circ$æC)$20^\circ$£D)$25^\circ$ææE)$30^\circ$£
8724,32,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{32.}] Calcular $x$. £A)$12^\circ$æB)$15^\circ$æC)$18^\circ$£D)$20^\circ$ææE)$24^\circ$£
8725,33,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{33.}] Calcular $\alpha$. £A)$8^\circ$æB)$10^\circ$æC)$12^\circ$£D)$15^\circ$ææE)$18^\circ$£
8726,34,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{34.}] Calcular $x$. £A)$20^\circ$æB)$30^\circ$æC)$40^\circ$£D)$45^\circ$ææE)$60^\circ$£
8727,35,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{35.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$24^\circ$ææE)$30^\circ$£
8728,36,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{36.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8729,37,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{37.}] Calcular $\alpha$. £A)$9^\circ$æB)$10^\circ$æC)$12^\circ$£D)$15^\circ$ææE)$18^\circ$£
8730,38,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{38.}] Calcular $x$. £A)$30^\circ$æB)$36^\circ$æC)$45^\circ$£D)$54^\circ$ææE)$60^\circ$£
8731,39,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{39.}] Calcular $\theta$. £A)$10^\circ$æB)$15^\circ$æC)$18^\circ$£D)$20^\circ$ææE)$24^\circ$£
8732,40,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{40.}] Calcular $x$. £A)$12^\circ$æB)$15^\circ$æC)$18^\circ$£D)$20^\circ$ææE)$22^\circ30'$£
8733,41,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{41.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8734,42,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{42.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8735,43,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{43.}] Calcular $x$. £A)$20^\circ$æB)$30^\circ$æC)$36^\circ$£D)$40^\circ$ææE)$45^\circ$£
8736,44,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{44.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$24^\circ$ææE)$30^\circ$£
8737,45,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{45.}] Calcular $\alpha$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8738,46,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{46.}] Calcular $x$. £A)$20^\circ$æB)$30^\circ$æC)$37^\circ$£D)$45^\circ$ææE)$60^\circ$£
8739,47,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{47.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8740,48,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{48.}] Calcular $\theta$. £A)$12^\circ$æB)$15^\circ$æC)$18^\circ$£D)$20^\circ$ææE)$24^\circ$£
8741,49,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{49.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8742,50,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{50.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$24^\circ$ææE)$30^\circ$£
8743,51,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{51.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8744,52,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{52.}] Calcular $x$. £A)$30^\circ$æB)$36^\circ$æC)$40^\circ$£D)$45^\circ$ææE)$60^\circ$£
8745,53,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{53.}] Calcular $\alpha$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8746,54,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{54.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$24^\circ$ææE)$30^\circ$£
8747,55,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{55.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8748,56,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{56.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8749,57,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{57.}] Calcular $\theta$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8750,58,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{58.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8751,59,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{59.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8752,60,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{60.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8753,61,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{61.}] Calcular $\alpha$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8754,62,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{62.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8755,63,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{63.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8756,64,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{64.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$24^\circ$ææE)$30^\circ$£
8757,65,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{65.}] Calcular $\theta$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8758,66,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{66.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8759,67,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{67.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8760,68,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{68.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8761,69,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{69.}] Calcular $\alpha$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8762,70,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{70.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8763,71,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{71.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8764,72,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{72.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8765,73,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{73.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8766,74,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{74.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8767,75,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{75.}] Calcular $\theta$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8768,76,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{76.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8769,77,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{77.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8770,78,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{78.}] Calcular $\alpha$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8771,79,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{79.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8772,80,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{80.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8773,81,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{81.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8774,82,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{82.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8775,83,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{83.}] Calcular $\theta$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8776,84,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{84.}] Calcular $x$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
8777,85,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{85.}] Calcular $x$. £A)$20^\circ$æB)$24^\circ$æC)$30^\circ$£D)$36^\circ$ææE)$40^\circ$£
8778,86,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{86.}] Calcular $x$. £A)$10^\circ$æB)$12^\circ$æC)$15^\circ$£D)$18^\circ$ææE)$20^\circ$£
8779,87,SIN_CURSO,SIN_TEMA,impecus-jose-meza-barcena-construcciones-en-la-circunferencia,problemas_resueltos,CONSTRUCCIONES EN LA CIRCUNFERENCIA.pdf,\item[\textbf{87.}] Calcular $\alpha$. £A)$15^\circ$æB)$18^\circ$æC)$20^\circ$£D)$22^\circ30'$ææE)$30^\circ$£
